nl,prompt,canonical_solution,test
ind_Latn,"
def compare_one(a, b):
    """"""
    Buatlah fungsi yang mengambil bilangan bulat, float, atau string yang mewakili bilangan real, dan mengembalikan variabel yang lebih besar dalam tipe variabel yang diberikan. Kembali None jika nilai-nilai sama. Catatan: Jika sebuah bilangan real diwakili sebagai string, titik floating mungkin. atau, compare_one{1, 2.5) â -> 2.5 compare_one{1, ""2,3"") â -> ""2,3"" compare_one{5,1"", ""6"") â -> ""6"" compare_one{1"", 1) â -> None
    """"""
","    temp_a, temp_b = a, b
    if isinstance(temp_a, str): temp_a = temp_a.replace(',','.')
    if isinstance(temp_b, str): temp_b = temp_b.replace(',','.')
    if float(temp_a) == float(temp_b): return None
    return a if float(temp_a) > float(temp_b) else b 
","def check(candidate):

    # Check some simple cases
    assert candidate(1, 2) == 2
    assert candidate(1, 2.5) == 2.5
    assert candidate(2, 3) == 3
    assert candidate(5, 6) == 6
    assert candidate(1, ""2,3"") == ""2,3""
    assert candidate(""5,1"", ""6"") == ""6""
    assert candidate(""1"", ""2"") == ""2""
    assert candidate(""1"", 1) == None

    # Check some edge cases that are easy to work out by hand.
    assert True

"
isl_Latn,"
def digitSum(s):
    """"""Verkefni Skrifaðu hlutverk sem tekur streng sem innlag og skilar aðeins uppsöfn efri stafa ASCII kóða. Dæmi: digitSum ((("""") => 0 digitSum ((""abAB"") => 131 digitSum ((""abcCd"") => 67 digitSum (((""helloE"") => 69 digitSum (((""woArBld"") => 131 digitSum ((""aAaaaXa"") => 153
    """"""
","    if s == """": return 0
    return sum(ord(char) if char.isupper() else 0 for char in s)
","def check(candidate):

    # Check some simple cases
    assert True, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate("""") == 0, ""Error""
    assert candidate(""abAB"") == 131, ""Error""
    assert candidate(""abcCd"") == 67, ""Error""
    assert candidate(""helloE"") == 69, ""Error""
    assert candidate(""woArBld"") == 131, ""Error""
    assert candidate(""aAaaaXa"") == 153, ""Error""

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate("" How are yOu?"") == 151, ""Error""
    assert candidate(""You arE Very Smart"") == 327, ""Error""

"
ita_Latn,"
def minPath(grid, k):
    """"""
    Se si ha una griglia con N righe e N colonne (N >= 2) e un numero intero k positivo, ogni cella della griglia contiene un valore. Ogni numero intero compreso nell'intervallo [1, N * N] appare esattamente una volta nelle celle della griglia. Si deve trovare il percorso minimo di lunghezza k nella griglia. Si può partire da qualsiasi cella e in ogni passo si può spostare a qualsiasi cella vicina, in altre parole, si può andare a celle che condividono un bordo con la cella corrente. Si noti che un percorso di lunghezza k significa visitare esattamente k celle (non necessariamente distinte). NON si può uscire dalla griglia. Un percorso A (di lunghezza k) è considerato inferiore a un percorso B (di lunghezza k) se dopo aver fatto le liste ordinate dei valori sulle celle che
    """"""
","    n = len(grid)
    val = n * n + 1
    for i in range(n):
        for j in range(n):
            if grid[i][j] == 1:
                temp = []
                if i != 0:
                    temp.append(grid[i - 1][j])

                if j != 0:
                    temp.append(grid[i][j - 1])

                if i != n - 1:
                    temp.append(grid[i + 1][j])

                if j != n - 1:
                    temp.append(grid[i][j + 1])

                val = min(temp)

    ans = []
    for i in range(k):
        if i % 2 == 0:
            ans.append(1)
        else:
            ans.append(val)
    return ans
","def check(candidate):

    # Check some simple cases
    print
    assert candidate([[1, 2, 3], [4, 5, 6], [7, 8, 9]], 3) == [1, 2, 1]
    assert candidate([[5, 9, 3], [4, 1, 6], [7, 8, 2]], 1) == [1]
    assert candidate([[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12], [13, 14, 15, 16]], 4) == [1, 2, 1, 2]
    assert candidate([[6, 4, 13, 10], [5, 7, 12, 1], [3, 16, 11, 15], [8, 14, 9, 2]], 7) == [1, 10, 1, 10, 1, 10, 1]
    assert candidate([[8, 14, 9, 2], [6, 4, 13, 15], [5, 7, 1, 12], [3, 10, 11, 16]], 5) == [1, 7, 1, 7, 1]
    assert candidate([[11, 8, 7, 2], [5, 16, 14, 4], [9, 3, 15, 6], [12, 13, 10, 1]], 9) == [1, 6, 1, 6, 1, 6, 1, 6, 1]
    assert candidate([[12, 13, 10, 1], [9, 3, 15, 6], [5, 16, 14, 4], [11, 8, 7, 2]], 12) == [1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]
    assert candidate([[2, 7, 4], [3, 1, 5], [6, 8, 9]], 8) == [1, 3, 1, 3, 1, 3, 1, 3]
    assert candidate([[6, 1, 5], [3, 8, 9], [2, 7, 4]], 8) == [1, 5, 1, 5, 1, 5, 1, 5]

    # Check some edge cases that are easy to work out by hand.
    assert candidate([[1, 2], [3, 4]], 10) == [1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
    assert candidate([[1, 3], [3, 2]], 10) == [1, 3, 1, 3, 1, 3, 1, 3, 1, 3]

"
jav_Latn,"
def search(lst):
    '''
Panjenengan diwenehi daftar angka positif sing ora kosong. Balekna angka paling gedhe sing luwih gedhe tinimbang nol, lan nduweni frekuensi luwih gedhe utawa padha karo nilai angka kasebut. 
Frekuensi saka angka iku yaiku jumlah kaping muncul� angka kasebut ing daftar.
Yen ora ana nilai kaya mengkono, balekna -1.    Examples:
        search([4, 1, 2, 2, 3, 1]) == 2
        search([1, 2, 2, 3, 3, 3, 4, 4, 4]) == 3
        search([5, 5, 4, 4, 4]) == -1
    '''
","    frq = [0] * (max(lst) + 1)
    for i in lst:
        frq[i] += 1;

    ans = -1
    for i in range(1, len(frq)):
        if frq[i] >= i:
            ans = i
    
    return ans
","def check(candidate):

    # manually generated tests
    assert candidate([5, 5, 5, 5, 1]) == 1
    assert candidate([4, 1, 4, 1, 4, 4]) == 4
    assert candidate([3, 3]) == -1
    assert candidate([8, 8, 8, 8, 8, 8, 8, 8]) == 8
    assert candidate([2, 3, 3, 2, 2]) == 2

    # automatically generated tests
    assert candidate([2, 7, 8, 8, 4, 8, 7, 3, 9, 6, 5, 10, 4, 3, 6, 7, 1, 7, 4, 10, 8, 1]) == 1
    assert candidate([3, 2, 8, 2]) == 2
    assert candidate([6, 7, 1, 8, 8, 10, 5, 8, 5, 3, 10]) == 1
    assert candidate([8, 8, 3, 6, 5, 6, 4]) == -1
    assert candidate([6, 9, 6, 7, 1, 4, 7, 1, 8, 8, 9, 8, 10, 10, 8, 4, 10, 4, 10, 1, 2, 9, 5, 7, 9]) == 1
    assert candidate([1, 9, 10, 1, 3]) == 1
    assert candidate([6, 9, 7, 5, 8, 7, 5, 3, 7, 5, 10, 10, 3, 6, 10, 2, 8, 6, 5, 4, 9, 5, 3, 10]) == 5
    assert candidate([1]) == 1
    assert candidate([8, 8, 10, 6, 4, 3, 5, 8, 2, 4, 2, 8, 4, 6, 10, 4, 2, 1, 10, 2, 1, 1, 5]) == 4
    assert candidate([2, 10, 4, 8, 2, 10, 5, 1, 2, 9, 5, 5, 6, 3, 8, 6, 4, 10]) == 2
    assert candidate([1, 6, 10, 1, 6, 9, 10, 8, 6, 8, 7, 3]) == 1
    assert candidate([9, 2, 4, 1, 5, 1, 5, 2, 5, 7, 7, 7, 3, 10, 1, 5, 4, 2, 8, 4, 1, 9, 10, 7, 10, 2, 8, 10, 9, 4]) == 4
    assert candidate([2, 6, 4, 2, 8, 7, 5, 6, 4, 10, 4, 6, 3, 7, 8, 8, 3, 1, 4, 2, 2, 10, 7]) == 4
    assert candidate([9, 8, 6, 10, 2, 6, 10, 2, 7, 8, 10, 3, 8, 2, 6, 2, 3, 1]) == 2
    assert candidate([5, 5, 3, 9, 5, 6, 3, 2, 8, 5, 6, 10, 10, 6, 8, 4, 10, 7, 7, 10, 8]) == -1
    assert candidate([10]) == -1
    assert candidate([9, 7, 7, 2, 4, 7, 2, 10, 9, 7, 5, 7, 2]) == 2
    assert candidate([5, 4, 10, 2, 1, 1, 10, 3, 6, 1, 8]) == 1
    assert candidate([7, 9, 9, 9, 3, 4, 1, 5, 9, 1, 2, 1, 1, 10, 7, 5, 6, 7, 6, 7, 7, 6]) == 1
    assert candidate([3, 10, 10, 9, 2]) == -1

"
jpn_Jpan,"
def choose_num(x, y):
    """"""この関数は,正の2つの数 x と y を取り, [x, y] の範囲内にある最大の偶数整数を返します. そのような数がない場合,関数は -1 を返します. 例えば: choose_num ({}), {}, {} = 14 choose_num ({}, {}, {}) = -1
    """"""
","    if x > y:
        return -1
    if y % 2 == 0:
        return y
    if x == y:
        return -1
    return y - 1
","def check(candidate):

    # Check some simple cases
    assert candidate(12, 15) == 14
    assert candidate(13, 12) == -1
    assert candidate(33, 12354) == 12354
    assert candidate(5234, 5233) == -1
    assert candidate(6, 29) == 28
    assert candidate(27, 10) == -1

    # Check some edge cases that are easy to work out by hand.
    assert candidate(7, 7) == -1
    assert candidate(546, 546) == 546

"
kab_Latn,"

def below_threshold(l: list, t: int):
    """"""Yerra-d tidet ma llan yakk iɣallen deg umuɣ l ddaw n t.
    >>> below_threshold([1, 2, 4, 10], 100)
    True
    >>> below_threshold([1, 20, 4, 10], 5)
    False
    """"""
","    for e in l:
        if e >= t:
            return False
    return True
","def check(candidate):
    assert candidate([1, 2, 4, 10], 100)
    assert not candidate([1, 20, 4, 10], 5)
    assert candidate([1, 20, 4, 10], 21)
    assert candidate([1, 20, 4, 10], 22)
    assert candidate([1, 8, 4, 10], 11)
    assert not candidate([1, 8, 4, 10], 10)

"
kac_Latn,"
def reverse_delete(s,c):
    """"""Task Anhte hpe s hte c ngu ai string lahkawng jaw da ai, s hta lawm ai character ni yawng hpe s hta lawm ai character ni yawng hpe delete kau ra ai, dai hpang s result gaw palindrome re hpe check galaw ra ai.
    """"""
","    s = ''.join([char for char in s if char not in c])
    return (s,s[::-1] == s)
","def check(candidate):

    assert candidate(""abcde"",""ae"") == ('bcd',False)
    assert candidate(""abcdef"", ""b"") == ('acdef',False)
    assert candidate(""abcdedcba"",""ab"") == ('cdedc',True)
    assert candidate(""dwik"",""w"") == ('dik',False)
    assert candidate(""a"",""a"") == ('',True)
    assert candidate(""abcdedcba"","""") == ('abcdedcba',True)
    assert candidate(""abcdedcba"",""v"") == ('abcdedcba',True)
    assert candidate(""vabba"",""v"") == ('abba',True)
    assert candidate(""mamma"", ""mia"") == ("""", True)
"
kam_Latn,"
def histogram(test):
    """"""Ethĩwa nthoo ila syĩ mũsoanĩ mũna syĩ na namba ikonanĩtw'e na itina, ĩka kũsyoka na nthoo ila iwetetwe vala iandĩkĩtwe na namba ikonanĩtw'e. Ethĩwa nthoo ila iwetetwe iilyĩ ũndũ ũmwe, ĩka kũsyoka na namba ikonanĩtw'e.

    """"""
","    dict1={}
    list1=test.split("" "")
    t=0

    for i in list1:
        if(list1.count(i)>t) and i!='':
            t=list1.count(i)
    if t>0:
        for i in list1:
            if(list1.count(i)==t):
                
                dict1[i]=t
    return dict1
","def check(candidate):

    # Check some simple cases
    assert candidate('a b b a') == {'a':2,'b': 2}, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate('a b c a b') == {'a': 2, 'b': 2}, ""This prints if this assert fails 2 (good for debugging!)""
    assert candidate('a b c d g') == {'a': 1, 'b': 1, 'c': 1, 'd': 1, 'g': 1}, ""This prints if this assert fails 3 (good for debugging!)""
    assert candidate('r t g') == {'r': 1,'t': 1,'g': 1}, ""This prints if this assert fails 4 (good for debugging!)""
    assert candidate('b b b b a') == {'b': 4}, ""This prints if this assert fails 5 (good for debugging!)""
    assert candidate('r t g') == {'r': 1,'t': 1,'g': 1}, ""This prints if this assert fails 6 (good for debugging!)""
    
    
    # Check some edge cases that are easy to work out by hand.
    assert candidate('') == {}, ""This prints if this assert fails 7 (also good for debugging!)""
    assert candidate('a') == {'a': 1}, ""This prints if this assert fails 8 (also good for debugging!)""

"
kan_Knda,"
def pluck(arr):
    """"""
    ""ಒಂದು ಮರದಲ್ಲಿ ಒಂದು ಶಾಖೆಯನ್ನು ಪ್ರತಿನಿಧಿಸುವ ಒಂದು ಶ್ರೇಣಿಯನ್ನು ನೀಡಿದರೆ ಅದು ಋಣಾತ್ಮಕವಲ್ಲದ ಪೂರ್ಣಾಂಕ ನೋಡ್ಗಳನ್ನು ಹೊಂದಿದೆ ನಿಮ್ಮ ಕಾರ್ಯವೆಂದರೆ ನೋಡ್ಗಳಲ್ಲಿ ಒಂದನ್ನು ತೆಗೆದು ಅದನ್ನು ಹಿಂದಿರುಗಿಸುವುದು. ತೆಗೆದ ನೋಡ್ ಚಿಕ್ಕದಾದ ಸಹ ಮೌಲ್ಯವನ್ನು ಹೊಂದಿರುವ ನೋಡ್ ಆಗಿರಬೇಕು. ಒಂದೇ ಸಣ್ಣ ಸಹ ಮೌಲ್ಯವನ್ನು ಹೊಂದಿರುವ ಅನೇಕ ನೋಡ್ಗಳನ್ನು ಕಂಡುಕೊಂಡರೆ ಚಿಕ್ಕದಾದ ಸೂಚ್ಯಂಕವನ್ನು ಹೊಂದಿರುವ ನೋಡ್ ಅನ್ನು ಹಿಂತಿರುಗಿಸಿ. ತೆಗೆದ ನೋಡ್ ಅನ್ನು ಪಟ್ಟಿಯಲ್ಲಿ ಹಿಂತಿರುಗಿಸಬೇಕು, [smallest_value, ಅದರ ಸೂಚ್ಯಂಕ ], ಯಾವುದೇ ಸಹ ಮೌಲ್ಯಗಳು ಇಲ್ಲದಿದ್ದರೆ ಅಥವಾ ಕೊಟ್ಟಿರುವ ಶ್ರೇಣಿಯು ಖಾಲಿಯಾಗಿದೆ, ಹಿಂತಿರುಗಿ []. ಉದಾಹರಣೆ 1: ಇನ್ಪುಟ್ಃ [4,2,3] ಔಟ್ಪುಟ್ಃ [2, 1] ವಿವರಣೆಃ 2 ಚಿಕ್ಕದಾದ ಸಹ ಮೌಲ್ಯವನ್ನು ಹೊಂದಿದೆ, ಮತ್ತು 2 ಚಿಕ್ಕದಾದ ಸೂಚ್ಯಂಕವನ್ನು ಹೊಂದಿದೆ. ಉದಾಹರಣೆ 2: ಇನ್ಪುಟ್ಃ [1,2,3] ಔಟ್ಪುಟ್ಃ [2,
    """"""
","    if(len(arr) == 0): return []
    evens = list(filter(lambda x: x%2 == 0, arr))
    if(evens == []): return []
    return [min(evens), arr.index(min(evens))]
","def check(candidate):

    # Check some simple cases
    assert True, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([4,2,3]) == [2, 1], ""Error""
    assert candidate([1,2,3]) == [2, 1], ""Error""
    assert candidate([]) == [], ""Error""
    assert candidate([5, 0, 3, 0, 4, 2]) == [0, 1], ""Error""

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate([1, 2, 3, 0, 5, 3]) == [0, 3], ""Error""
    assert candidate([5, 4, 8, 4 ,8]) == [4, 1], ""Error""
    assert candidate([7, 6, 7, 1]) == [6, 1], ""Error""
    assert candidate([7, 9, 7, 1]) == [], ""Error""

"
kas_Arab,"

def car_race_collision(n: int):
    """"""
    اکھ سڑک تصور کرو یس اکھ بالکل سیدھی لامحدود زیچھر چِھ۔ n کار چِھ بائیں پیٹھہٕ دائیں گژھان۔ بیک وقت، n کارن ہند اکھ مختلف سیٹ چِھ دائیں پیٹھہٕ بائیں گژھان۔ کارن ہندۍ زٕ سیٹہٕ چِھ اکس بییس نش واریاہ دور آسان۔ تمام کارہٕ چِھ ایکسی رفتارس پیٹھ حرکت کران۔ زٕ کارہٕ چِھ ٹکراوان ییلہِ اکھ کار چِھ بائیں پیٹھہٕ دائیں طرفہٕ حرکت کران تہٕ چِھ اکھ کارس ٹکران یُس دائیں پیٹھہٕ بائیں طرفہٕ حرکت چِھ کران۔ تاہم، کارہٕ چِھ لامحدود مضبوط تہٕ مضبوط۔ نتیجس منٛز، چِھ تم پننہٕ رفتارس منٛز حرکت کران گویا تم چِھنہٕ ٹکراوان۔ یہٕ فنکشن چ
    """"""
","    return n**2
","def check(candidate):
    assert candidate(2) == 4
    assert candidate(3) == 9
    assert candidate(4) == 16
    assert candidate(8) == 64
    assert candidate(10) == 100

"
kas_Deva,"
def bf(planet1, planet2):
    '''
_____ ___ ____ ___ __ ____ ___: _____ __ ____ ____ ___ __, ___ _____, ___ ______, ____, ________, ___, ____ __ _____
__ _______ _____ __ __ ______ __ ___ ________ __ ___ ___ ____1 __ ____2 __ ___ ___ ____ ___
_______ __ __ _____ ______ _____ ______ ___ ____ _____ ___ _____ _______ ____1 __ ____2 __ _____ __ ___ _____ ___, _____ __ ______ __ ____ __ _________
___ ____1 __ ____2 ___ ____ __ ___ ____ ___ __ _______ __ __ ____ _____ ______ ______
______    Examples
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
    '''
","    planet_names = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")
    if planet1 not in planet_names or planet2 not in planet_names or planet1 == planet2:
        return ()
    planet1_index = planet_names.index(planet1)
    planet2_index = planet_names.index(planet2)
    if planet1_index < planet2_index:
        return (planet_names[planet1_index + 1: planet2_index])
    else:
        return (planet_names[planet2_index + 1 : planet1_index])
","def check(candidate):

    # Check some simple cases
    assert candidate(""Jupiter"", ""Neptune"") == (""Saturn"", ""Uranus""), ""First test error: "" + str(len(candidate(""Jupiter"", ""Neptune"")))      
    assert candidate(""Earth"", ""Mercury"") == (""Venus"",), ""Second test error: "" + str(candidate(""Earth"", ""Mercury""))  
    assert candidate(""Mercury"", ""Uranus"") == (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn""), ""Third test error: "" + str(candidate(""Mercury"", ""Uranus""))      
    assert candidate(""Neptune"", ""Venus"") == (""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus""), ""Fourth test error: "" + str(candidate(""Neptune"", ""Venus""))  


    # Check some edge cases that are easy to work out by hand.
    assert candidate(""Earth"", ""Earth"") == ()
    assert candidate(""Mars"", ""Earth"") == ()
    assert candidate(""Jupiter"", ""Makemake"") == ()

"
